GICS.Sector,total_area,coastal_risk_reduction_service_adj_sum,nitrogen_retention_service_adj_sum,sediment_retention_service_adj_sum,endemic_biodiversity_adj_sum,redlist_species_adj_sum,species_richness_adj_sum,kba_within_1km_adj_sum
Health Care,5619.610292,5664.288145,0,0,5.79E-08,0.561961029,0.002312052,0
Health Care,120987.3316,0,10574442.31,2379648.755,1.31E-06,9.410125794,0.05050917,0
Health Care,5619.610291,0,12194240.63,338652.6393,5.42E-08,0.686841258,0.001734029,0
Health Care,5619.610292,0,0,0,4.02E-08,0.499520915,0.00219027,0
Health Care,5619.610292,0,434078.8047,13167.48059,3.65E-08,0.499520915,0.00215433,0
Health Care,5619.610292,0,625468.4949,66597.47083,3.33E-08,0.499520915,0.002103711,0
Health Care,35426.84154,0,1609937.713,535590.1921,3.14E-07,2.927454415,0.010199464,0
Health Care,49751.06621,394.4789278,3887818.148,278895.63,2.12E-07,1.341345137,0.011698825,0
Health Care,80934.12175,0,8522157.165,348032.0703,4.12E-07,6.688507709,0.026698722,0
Health Care,5619.610292,2745.565244,0,0,0,0,0,0
Health Care,5619.610292,0,911906.0257,1326.535839,6.02E-08,0.312200572,0.001547279,0
Industrials,563518.6588,8653.208896,226246022.9,87458912.39,1.14E-05,46.0340843,0.180092367,0.377138845
Industrials,3885301.752,245827.2614,1731599905,1753913616,0.001258368,1380.120878,2.636778324,3.06153977
Industrials,18282252.09,215419.4075,4670283095,678971939.7,0.000644046,1168.743615,5.828042405,5.003628959
Industrials,448774.9053,7410.532249,234131999.4,169780036.2,1.71E-05,51.75839639,0.19109899,0.062440114
Industrials,1426425.193,807.9439806,279775958.6,134117873,2.70E-05,95.37313403,0.585798775,0
Industrials,35317460.02,12297.28847,2845402186,14572174006,0.002029306,2232.075217,13.50812508,19.03444436
Industrials,894701.4407,27589.67862,537326670.2,103021153.1,0.000227549,84.99939752,0.337812103,0.780233706
Industrials,48659565.05,43152.30779,3840363206,14819549779,0.001518782,2587.611002,13.31968879,30.60714538
Industrials,747346.1132,164041.8365,244250679,139697901.1,9.27E-05,90.90339426,0.256055442,0.995662865
Industrials,5003551.835,164498.2362,2185945590,3988721229,0.000135638,336.8419539,1.425089948,2.683784205
Industrials,159856.8758,66137.09294,40929892.2,18251946.34,2.65E-05,15.22275794,0.062773451,0.047153178
Industrials,13255722.54,138593.483,753813166.5,1372876752,0.000658308,888.8717321,3.717859748,16.99489864
Industrials,301423.5858,-2.15E-13,5090469.875,8882666.111,3.66E-06,17.81096594,0.067457371,0
Industrials,3087143.111,18838.71504,1483750223,585705821.5,0.000104613,203.9598493,1.011789774,3.344565251
Industrials,734798.7565,6028.697932,85043626.1,6063639.602,1.63E-05,67.43188499,0.258736125,0.282919066
Industrials,17373155.24,16278.65396,2530960826,1104642720,0.000871059,1524.964625,7.907012796,7.571555447
Industrials,288423.683,0,14920781.65,586497.0645,1.03E-06,6.366185884,0.032967374,0.031220057
Industrials,709024.6913,11.6478672,166778647.5,80369283,4.53E-05,69.5868766,0.239114951,0.109593292
Industrials,970700.7225,17655.2434,577009457.3,413210587.9,8.58E-05,93.30764251,0.372381317,0.758863392
Industrials,29280720.13,32178.00404,4052540675,23894491620,0.002565567,2463.383134,11.25765832,8.512775404
Industrials,846302.9396,5290.664407,240953779.9,26339555.35,1.15E-05,56.5771156,0.328836718,0.443196332
Industrials,1069082.808,40687.35192,442488145.1,179919817.3,3.24E-05,81.17228271,0.400030578,0
Industrials,749932.2218,25748.61721,421538735.3,37007560.85,5.15E-05,66.75066242,0.297332767,0.205105438
Industrials,17450772.38,2496627.206,8662995330,14594322555,0.002805009,4265.236057,7.709343319,10.52281445
Industrials,324232.5661,11123.1294,173180795.1,16512935.2,1.22E-05,43.57142,0.109416075,0.313492939
Industrials,2213568.43,11026.88056,553596840.2,173413640.6,8.73E-05,171.0379442,0.900643725,0.047153178
Industrials,1922366.377,0,435704781.1,99145372.54,0.000178384,131.8380756,0.991929719,0
Industrials,126848.3274,0,83842211.28,17938581.85,4.95E-06,25.20828498,0.057118154,0
Industrials,1110014.679,171.6439789,512879175.5,136818995.1,8.22E-05,109.1805581,0.440432002,0.133169881
Industrials,1195436.248,27328.73226,728528374.2,243706362.2,0.000397121,114.6144643,0.486152666,0.328779876
Industrials,15190319.97,805732.6377,25325454273,1.82E+11,0.001067533,2088.020306,7.606092036,17.86553324
Industrials,114349.5956,10068.70202,46833957.91,189612775.1,2.99E-05,13.96465185,0.053842917,0
Industrials,996334.2904,80056.99141,237469996.8,51276064.72,0.000229238,174.835899,0.644525727,0.070729767
Industrials,1107350.99,5682.393551,515682991.1,10106293237,0.000389017,331.2712922,0.575005781,7.593891236
Industrials,332390.9532,5934.137851,42146948.57,3065701.984,2.54E-05,34.10356812,0.102186397,0.081781664
Industrials,273640.4897,14502.98796,183695312.1,49624777.35,1.14E-05,26.9348472,0.089943302,0.109593292
Industrials,1010809.014,0,227553921.5,157292895.9,1.09E-05,80.25415294,0.390418132,0.281626698
Industrials,865145.2135,71070.13713,37678863.31,44946464.91,0.000513159,112.2415263,0.247536419,2.214171009
Industrials,621017.0161,8622.697056,235897641.3,14316706.21,2.36E-05,48.40664057,0.190852986,0.221598166
Industrials,256423.9603,231.9050131,16700106.03,2257654.762,2.28E-05,40.74648396,0.055866556,0.062440114
Industrials,1666651.25,117527.1308,365627765.7,759926439.5,0.000180344,171.4863606,0.546651756,1.133701598
Industrials,390218.4954,26522.68279,207813365.4,22485429.2,4.13E-05,35.00703006,0.146700693,0
Industrials,277260.3079,42.13701604,137978774.5,9016842.227,1.24E-05,19.73123246,0.101179915,0
Industrials,185086.9655,14969.90208,85356586.49,65923840.62,5.35E-05,20.05805212,0.073116535,0.153247827
Industrials,788737.4939,8356.841647,70986118.43,299889725.9,0.000108538,91.00981607,0.226423904,1.060265404
Industrials,47941.15711,0,41690157.99,8021359.205,1.05E-05,8.352454428,0.017173087,0.062440114
Industrials,267009.5781,10725.94398,79161751.33,17285177.63,2.49E-05,25.40478087,0.106570606,0
Industrials,450166.3133,10244.16839,116951564.5,7909383.269,3.78E-05,38.80930173,0.180998615,0.124880229
Industrials,1257438.718,3652.147845,567202886.5,124244618,2.19E-05,89.76029116,0.523599547,0
Industrials,174816.6439,22333.60454,191530759.2,35196902.55,5.08E-06,16.72596571,0.071301759,0.047153178
Industrials,18350.96826,28552.67545,1090104.674,6627380.728,1.67E-05,3.686772956,0.007577055,0.047153178
Industrials,1046655.869,8479.041753,403905918.1,72705142.87,2.06E-05,78.872443,0.391756332,0.047153178
Industrials,459213.5833,32357.74241,242193368,149008218.4,0.00039046,45.92332403,0.213334049,0.086016703
Industrials,1565845.842,8957.917121,432986714.4,328729225.6,0.00013559,127.9616716,0.65339311,0.832004741
Industrials,936592.2599,39447.18125,2214613255,12413951.51,1.43E-05,53.22545085,0.304682972,0.141459533
Industrials,20194605.6,130671.5188,928511995,2788818495,0.000977416,1239.58838,7.176403484,8.969395007
Industrials,1798896.893,17162.70765,854387324.9,754785391.4,4.73E-05,131.9935976,0.706725758,0.094306355
Industrials,231144.6436,2664.415354,54129716.79,4232133.178,1.22E-05,21.14977299,0.099610606,0
Industrials,781265.2335,10338.17792,308927737.4,99566248.26,1.30E-05,65.38154671,0.303523348,0.305203287
Industrials,545025.7506,23716.79211,221544089.6,58838547.77,3.98E-05,40.68831859,0.210417848,0
Industrials,162809.983,295.9836424,97285207.66,1880735.021,4.43E-05,8.465037737,0.047449025,0.062440114
Industrials,1674500.845,33057.15404,392376302.6,78346788,0.000157012,134.8523559,0.675116565,0.595797976
Industrials,223075.5727,0,90264515.56,123284002.3,3.79E-05,21.53527929,0.076253438,0.505636447
Industrials,58238.63819,75477.8708,17871806.73,20068064.23,2.01E-05,8.13325031,0.019138522,0.047153178
Industrials,542964.1643,18999.2268,70662189.53,37387347.57,4.12E-05,62.10164822,0.180958964,2.555480777
Industrials,544888.1109,5574.961708,203081539.6,137753129.8,7.70E-05,67.67811098,0.194570179,1.060265404
Industrials,72229.50738,0,16016608.03,10309915.9,2.23E-05,8.597925621,0.022800173,0
Industrials,15483.00657,0,15057835.17,3752419.369,3.81E-07,4.816935379,0.009003095,0.172033406
Industrials,417692.579,0,123845669.2,16025257,2.96E-05,31.88437128,0.165069056,0.109593292
Industrials,16858.83088,0,3010108.912,1588794.954,4.05E-07,5.244969606,0.009774781,0.187320343
Industrials,5619.610292,0,2119971.258,80987.89569,1.35E-07,1.685883088,0.003296115,0.062440114
Industrials,25346.40286,0,13215155.05,7948582.877,2.15E-06,3.956768347,0.007519377,0
Industrials,15483.00658,0,0,0,5.62E-07,1.561002859,0.00150247,0
Industrials,59397.42009,0,16157209.26,10445592.78,3.55E-06,7.145441375,0.025596915,0
Industrials,1218195.348,86046.10389,246469913.5,1300667838,9.54E-05,127.2685127,0.413564774,2.729925766
Industrials,213276.987,40111.91686,14162776.79,6715207.556,1.30E-05,10.95799987,0.036178243,1.060265404
Industrials,666482.114,0,28853247.18,41803560.67,1.95E-05,154.9505322,0.361868947,7.342916708
Industrials,681965.1206,0,78610833.23,4172845669,2.14E-05,109.0857582,0.512387234,7.342916708
Industrials,575518.1301,15998.05966,140166284.6,532669105.3,0.000115073,64.02603377,0.180989484,0.830993123
Industrials,812607.6509,89.70121897,193561269.8,87419679.32,1.51E-05,66.50681106,0.303913865,0.062440114
Industrials,912038.9278,1136.795442,142265976.8,25541405.16,5.05E-05,62.02437636,0.364243836,0
Industrials,970771.7793,74.11734217,698642828.5,911881460.3,4.99E-05,79.53682455,0.46685763,1.060265404
Industrials,31183.05555,0,9622804.186,2503008.4,2.64E-05,3.249301315,0.008735597,0.221598166
Industrials,2990482.315,409188.2845,5447293450,13714844214,6.41E-05,540.0418196,1.055147509,3.352829619
Industrials,341234.8694,10411.82486,216274170.2,19912674.49,1.86E-05,30.87594913,0.133374939,0
Industrials,504186.0494,13248.46853,217616323.9,62011523.97,1.25E-05,52.51330918,0.245253465,0.235119705
Industrials,592319.3399,940.2030587,188463926.6,34145463.93,6.14E-06,36.96302381,0.195342197,0.062440114
Industrials,976564.5346,6130.052241,577377035.3,150774995.3,4.02E-05,80.62621252,0.377695136,0.109593292
Industrials,381440.3111,23.60080832,176963733.2,20796650.77,1.11E-05,29.85959464,0.147932171,0
Industrials,273016.5219,-3.04E-13,72615486.73,4438504.845,4.62E-06,26.42090013,0.108642402,0.062440114
Industrials,874517.3042,1828.710994,291187505.7,75971344.41,1.16E-05,62.7481021,0.321653933,0
Industrials,998094.8931,142243.2622,137021859.1,1816867.487,0.000109821,19.1691226,0.175900002,0.35935375
Industrials,455045.6428,173.1775968,113223095,32964100.83,1.28E-05,38.32148743,0.183138681,0
Industrials,29590.18885,350.7601247,8553243.287,679209.0213,4.82E-05,1.956099952,0.010447289,0
Industrials,5619.610292,0,24515289.65,15585469.14,1.00E-06,0.561961029,0.003003565,0
Industrials,107772.662,0,44049225.05,3375512.726,4.04E-06,9.973596903,0.039602075,0.505636447
Industrials,5619.610292,0,26714060.83,1712882.693,8.03E-07,0.561961029,0.002981691,0
Industrials,780759.8522,144103.4551,245504970.7,18166497.87,2.79E-05,56.48330295,0.230343806,2.404569089
Industrials,213402.0594,0,157460046,13502975.43,4.34E-06,16.36957997,0.076444214,0.47441639
Industrials,5619.610292,0,7265806.943,9373031.426,1.61E-06,1.186362173,0.005199198,0
Industrials,2718053.445,4.069335564,16197692.48,3977117.866,0.000146287,141.9155254,1.44218511,0.234473521
Industrials,5619.610292,0,6323670.535,2752869.253,3.77E-07,0.686841258,0.003317376,0
Industrials,2403353.276,112875.4338,412562449.2,33010720.8,7.70E-05,198.7077299,0.792172796,2.167683986
Industrials,881745.3649,8313.02529,526584895.7,293605344,1.12E-05,71.79608181,0.339571972,0.047153178
Industrials,4650008.105,0,39112527.59,137955870.6,0.000351089,385.8713337,2.460530311,0.047153178
Industrials,455378.9982,7348.4993,146767002.9,229923265,9.02E-06,37.38282044,0.180276435,0.023576589
Industrials,348496.5733,65989.02965,98123799.56,6528993.908,8.75E-06,21.14453765,0.111414352,1.193435285
Industrials,14107.18227,18416.42504,16661695.94,10709944.21,1.52E-06,4.202873175,0.008081855,0.047153178
Industrials,15483.00658,15740.94195,0,0,6.33E-07,2.535932654,0.001498315,0.047153178
Industrials,129092.3213,28706.55889,102409826.5,15062400.55,1.27E-05,12.52494511,0.05402246,0.062440114
Industrials,15483.00657,0,12285671.94,64.82633739,5.46E-07,1.123922058,0.001253413,0
Industrials,76473.29336,0,67237072.69,6205795.177,5.07E-07,5.110921759,0.02402893,0.331191458
Industrials,19726.79256,36222.93475,3803462.142,721365.896,1.09E-05,2.684924918,0.006211373,0.070729766
Industrials,26838.54024,0,3949814.743,53467.19765,1.43E-06,2.301459132,0.007220546,0.094306355
Industrials,15483.00657,153.6799421,0,0,3.56E-08,0.282919066,0.001229567,0.109593292
Industrials,21102.61687,16.66990461,25460574.04,1435693.073,2.51E-07,2.247844117,0.004506478,0.109593292
Industrials,9863.396284,32623.41224,0,0,1.13E-05,1.996255846,0.004705878,0.062440114
Industrials,432133.1168,36906.12877,335471467.8,132360607.6,2.56E-05,38.32880747,0.173287315,0.054796646
Industrials,276202.2553,102495.8191,146714337.3,12104755.35,2.42E-05,24.22012012,0.103498955,0.093660172
Industrials,9863.396279,32117.995,3846382.725,119376.9365,4.28E-06,1.373682516,0.004529779,0
Industrials,5619.610291,24965.73531,0,0,1.07E-05,1.123922058,0.002747623,0
Industrials,192733.5273,17391.93398,103383580.7,172515123,2.47E-05,18.9837789,0.084242609,0.109593292
Industrials,72028.04874,50489.31044,76300275.87,4642604.835,2.01E-05,14.07295277,0.028779636,0.047153178
Industrials,35209.79914,0,13021240.02,4193358.216,8.29E-06,3.830060304,0.014317001,0
Industrials,9863.396283,0,0,0,8.50E-06,1.285837998,0.003769736,0.047153178
Industrials,418560.7486,4740.771975,97831539.3,9013020.732,7.75E-06,33.55958427,0.166595447,0.062440114
Industrials,332658.1438,0,109837764.6,7231673.068,2.29E-05,18.5747108,0.101234813,1.23287106
Industrials,5619.610294,428.1578705,90573.33524,44660.79523,2.49E-07,1.561002859,0.003483213,0
Industrials,5619.610291,0,116014.8251,136735.4366,2.49E-07,1.561002859,0.003489203,0
Industrials,5619.610293,0,1204308.96,133475.2978,2.29E-07,1.43612263,0.003492972,0
Industrials,164901.7451,2664.671393,915944905.7,32077526.33,4.29E-06,30.48955704,0.070030686,0
Industrials,145517.0673,0,48552657.12,23878627.12,3.51E-06,14.33632916,0.061853641,0
Industrials,5619.610291,0,7577963.055,16060318.72,2.50E-07,1.561002859,0.003513163,0
Industrials,15483.00658,0,70955956.67,70948401.9,5.59E-07,4.128801753,0.009717366,0
Industrials,31183.05555,0,15395269.56,7105984.726,6.22E-07,3.486830709,0.010427066,0
Industrials,33717.66175,0,13903609.39,63073088,8.58E-06,9.678217725,0.033092944,0.062440114
Industrials,5619.61029,0,7301094.596,330005.183,2.28E-07,1.373682515,0.00348235,0
Industrials,9863.396283,0,31429811.34,64392121.14,3.15E-07,2.630239009,0.006177282,0
Industrials,5619.610292,0,1657147.647,992972.4633,2.31E-07,1.43612263,0.003477223,0
Industrials,340928.6734,5674.636641,83396759.55,15196162.01,5.10E-06,26.807819,0.112859919,0.221598166
Industrials,2520256.098,14484.25255,401052140.7,572929618.4,0.000138321,317.9049,1.073247572,0.124880229
Industrials,1851022.336,0,297220742.8,14842193.33,1.60E-05,132.7487164,0.511463998,1.122705519
Industrials,90580.47564,7276.013812,54917938.95,4004166.633,2.28E-06,8.355098139,0.03757475,0.047153178
Industrials,101043.4967,0,1100050.025,340928642.6,6.91E-05,19.33575427,0.048997062,0
Industrials,29590.18885,0,8557818.049,9136.814119,2.88E-07,2.112846422,0.005534065,0
Industrials,789616.6983,0.60451603,219227109.7,605208401.6,7.19E-05,75.17220527,0.259631281,0.221598166
Industrials,16858.83087,0,0,0,9.99E-08,0.811721487,0.002204934,0
Industrials,16116398.6,537.1064948,4927051934,1484706001,0.00021771,1268.372288,6.460326261,1.060265404
Industrials,5619.61029,0,41911.02623,0,2.14E-07,1.561002858,0.003461679,0
Industrials,728729.4164,44005.73056,85644401.03,366726693.4,6.41E-05,75.84673179,0.20767071,1.05259129
Industrials,55153.6341,1127.231454,7994489.327,12514796.7,1.23E-06,5.99514155,0.019553516,0.062440114
Industrials,261878.0306,0,114960846.7,12331310.12,5.14E-06,16.87469695,0.07643605,0.047153178
Industrials,116526.5032,74.11734217,1770093.441,12721703.18,7.02E-06,9.97429396,0.058085051,0
Industrials,5619.610294,0,429480.8085,510330.4228,1.30E-06,1.311242402,0.002438299,0
Industrials,5619.610294,0,688158.3075,1519660.885,1.64E-06,1.311242402,0.002503351,0
Industrials,5619.610293,0,287268.4215,1508689.782,1.30E-06,1.311242402,0.002438299,0
Industrials,5619.610292,0,374569.3171,502780.2263,1.34E-06,1.311242401,0.002447716,0
Industrials,5619.61029,0,424149.2653,373780.3861,1.54E-06,1.311242401,0.002485381,0
Industrials,9863.396279,0,50512.6909,2670867.56,1.82E-06,2.176578903,0.0048338,0
Industrials,5619.610293,0,950861.7264,315788970.3,1.63E-06,1.280022345,0.002485561,0
Industrials,331038.1177,-1.10E-18,121353576.5,12128935.34,9.75E-06,27.34979596,0.117248903,0.195609995
Industrials,354868.0401,0,144964734.5,15485602.07,8.58E-06,33.72309652,0.147738327,0
Industrials,756854.0865,478.4470223,140433435.5,25528855.51,3.27E-05,56.56940334,0.294061378,0.109593292
Industrials,39453.58513,0,22469835.34,1384063.38,1.04E-06,2.426339361,0.013169712,0
Industrials,484562.2617,-4.69E-13,107953878.3,18422677.59,1.31E-05,30.77259879,0.178266089,0.062440114
Industrials,75097.46906,0,34103404.32,1011692.976,3.03E-06,7.056086802,0.031602081,0
Industrials,73287.55996,6081.698198,21466356.84,1363448.295,1.65E-06,6.190193185,0.02515785,0.062440114
Industrials,4667444.085,3616.419366,1629465376,421816480.5,9.64E-05,341.522933,1.958081496,0
Industrials,407108.4938,6840.003141,63073505.84,11938320.71,2.74E-05,29.22280665,0.149618518,0.298206003
Industrials,595536.7781,11713.0194,353071350.7,31219464.18,1.21E-05,48.6683752,0.23088718,0.550378042
Industrials,5619.610292,0,0,0,0,0,0,0
Industrials,1118013.54,207.8825463,331520717.8,174491383.8,1.82E-05,97.29029146,0.475777164,0
Industrials,1079919.652,4675.737863,178312478.5,53920611.98,2.91E-05,91.80740079,0.44219801,0.221598166
Industrials,604146.6096,5368.925084,357280087,11299385.62,9.17E-06,37.1627851,0.181140474,0.505636447
Industrials,5619.610292,0,3205.42693,203.4100752,6.79E-07,2.622484803,0.00499857,0
Industrials,340369.5162,5011.771464,95119834.54,31749660.06,1.03E-05,23.34842147,0.138680559,0
Industrials,161868.2435,828.8065187,76975045.39,51590148.65,8.21E-06,12.61244711,0.07065419,0.047153178
Industrials,5619.61029,0,12482971.71,2715729.372,1.32E-07,0.999041829,0.002724441,0
Industrials,141606.6368,1037.455189,38237259.82,366497840.1,2.78E-06,12.2325974,0.052987339,0
Industrials,9863.396281,0,63602889.61,13505134.03,1.90E-07,1.64389938,0.004315401,0
Industrials,110958.3954,16719.94845,10101851.72,887393.9311,2.99E-06,9.323054209,0.047580973,0
Industrials,304126.0075,4740.210703,40110891.32,16569000.98,1.02E-05,20.31240086,0.122836606,0
Industrials,5619.61029,4700.577663,4144783.531,48254.42671,1.80E-07,1.43612263,0.002963677,0
Industrials,9863.396281,0,9012279.12,382603.2455,2.44E-07,1.956099952,0.004624412,0
Industrials,113392.2723,326.3737765,169685182.7,21272531.73,1.21E-06,7.778671403,0.039122568,0.097804998
Industrials,36585.62344,0,82360186.97,3062085.126,6.25E-07,5.53435051,0.013139997,0
Industrials,162085.2859,0,49055078.46,1469868.782,1.58E-06,14.15782051,0.061356917,0
Industrials,9863.396285,0,8946803.947,59065.10773,2.00E-07,1.581459266,0.004196601,0
Industrials,136087.7559,0,15060870.75,1142393.013,3.77E-06,13.10572387,0.059802055,0
Industrials,5619.610292,0,7010974.35,5351366.062,1.01E-07,2.122963888,0.002509121,0
Industrials,5619.610292,0,22356869.77,2245665.706,1.03E-07,2.122963888,0.002569021,0
Industrials,160275.3768,9860.674243,41813589.67,8073413.087,3.24E-06,9.641241695,0.06049294,0
Industrials,208840.5017,41860.99979,65189607.66,20846904.93,0.000342099,16.67558281,0.080268965,0.047153178
Industrials,5619.610292,0,40018159.01,1758956.254,1.03E-07,2.122963888,0.002560036,0
Industrials,5619.610291,0,1097266.373,59369.53977,1.97E-07,1.311242401,0.002787293,0
Industrials,9844952.63,14030.31297,837301871.8,263272261.2,0.000153251,489.2451845,4.49347203,0.109593292
Industrials,733315.3172,0,299820563.7,56795313.96,2.18E-05,53.97669993,0.286458509,0.296913635
Industrials,1427380.781,116.6359036,370730842.6,82612473.98,2.39E-05,95.18618809,0.420212684,2.404569089
Industrials,170521.3554,0,79010323.28,91752771.48,2.65E-06,13.87800183,0.071334199,0
Industrials,368033.4829,714.2054797,54830995.54,3094504.528,6.32E-06,30.88425734,0.161558636,0
Industrials,106497.567,0,35444837.19,10355538.35,5.27E-06,10.06880479,0.041541187,0
Industrials,459072.3864,0,156100099,12634541.5,5.10E-06,37.99193086,0.181167618,0.221598166
Industrials,496526.1794,516.449917,202849622.2,29223052.88,7.23E-06,33.58791972,0.172738062,0.047153178
Industrials,40945.72251,0,4518061.34,713547.0369,3.41E-07,2.808734253,0.015241203,0
Industrials,105121.7427,0,14766150.52,1294499.088,1.82E-06,9.187408437,0.045356119,0
Industrials,25346.40285,0,10792586.59,396934.8161,8.20E-07,2.502774044,0.011923754,0
Industrials,2874215.031,0,1006099992,104892358.6,4.80E-05,224.922524,1.255151632,0
Industrials,146168.1945,0,13411212.41,8121971.482,1.53E-06,7.712655957,0.045572721,0
Industrials,5619.610293,0,4604822.565,1033281.616,2.55E-07,1.248802287,0.003027045,0
Industrials,5619.610293,0,5552221.425,33101490.72,1.61E-07,1.280022345,0.002577174,0.062440114
Industrials,241426.541,0,108648493.5,5164277.223,4.06E-06,19.50567191,0.097999821,0
Industrials,5619.610294,2.88304647,1537596.933,48037.2132,1.50E-07,1.186362173,0.002488663,0
Industrials,386707.0796,0,20820982.86,378316851.3,0.000123943,36.16392819,0.120531063,0.093640201
Industrials,5619.610293,0,2375627.062,14979.61954,1.61E-07,1.248802287,0.00254153,0
Industrials,91739.25754,0,18169625.59,3370285.107,2.95E-06,8.619670609,0.035458485,0.109593292
Industrials,289533.238,0,70784013.61,3137014.843,6.72E-06,26.71356364,0.114865674,0
Industrials,15483.00658,0,1793173.672,28045.95074,3.43E-07,2.846840858,0.006620542,0
Industrials,480826.1304,425.8523437,87815753.09,31017258.67,8.29E-06,36.74485133,0.186136278,0.047153178
Industrials,443182.4544,1847.579572,187813655.3,14707931.87,1.02E-05,27.74149157,0.136183993,0
Industrials,83367.99864,46.6086425,4235666.665,3406213.726,4.10E-06,5.812450198,0.023344209,0.109593292
Industrials,666482.114,0,802690892.8,20971145.92,1.97E-05,133.0466624,0.298020284,0
Industrials,5619.610293,0,6707832.591,38935.29431,1.19E-07,0.936601716,0.002304748,0
Industrials,5619.61029,0,0,0,1.08E-07,0.936601715,0.002356708,0
Industrials,14107.18227,0,14276313.11,129990.1094,1.73E-07,1.706339495,0.003528888,0
Industrials,235372.8459,0,31530776.19,953801.5683,1.60E-06,5.659234525,0.053051365,0.094306355
Industrials,5619.61029,0,5836555.72,80201.36877,1.14E-07,0.999041829,0.002274636,0
Industrials,5619.610291,0,7196094.301,106186.1658,1.65E-07,1.123922058,0.002394361,0
Industrials,5619.610293,0,957517.3431,116224.8191,1.25E-07,1.123922059,0.002259229,0
Industrials,5619.610292,0,6795728.79,86884.4357,1.06E-07,0.99904183,0.002263698,0
Industrials,120387.7069,0,13692597.95,1847938.524,1.80E-06,8.147671481,0.049242291,0
Industrials,580200.9149,0,175233829.8,16231010.24,5.44E-06,29.13776741,0.177100937,0.221598166
Industrials,5619.610293,0,0,0,1.04E-07,1.123922059,0.002225806,0
Industrials,5619.61029,0,6986645.681,158677.7045,1.04E-07,0.999041829,0.002269259,0
Industrials,5619.610291,0,4063940.567,48340.89067,1.13E-07,0.999041829,0.002289775,0
Industrials,5619.61029,0,27713502.27,225456.9541,7.44E-08,0.936601715,0.001951985,0
Industrials,116526.5033,0,120450184.1,1200496.5,1.49E-06,20.85598997,0.03734979,0
Industrials,5619.610291,0,0,0,7.81E-08,0.999041829,0.001938193,0
Industrials,31183.05555,0,17023268.6,2356751.091,7.14E-07,3.368066012,0.013322129,0
Industrials,214270.229,0,79854431.18,12576379.11,3.95E-06,15.36451047,0.077747448,0
Industrials,175923.9233,1999.069443,7344081.905,2964286.426,2.82E-06,6.633568856,0.06567049,0
Industrials,196136.3031,1984.68836,27142192.7,3191182.754,6.41E-06,13.59185376,0.079188858,0
Industrials,282255.9504,0,245378230.2,6924459.831,4.54E-06,19.40783476,0.095229444,0
Industrials,296580.1751,0,95129235.5,431535302.7,1.55E-05,27.09263019,0.099776492,0.221598166
Industrials,31183.05555,25.83061478,2043591.411,1415969.862,2.76E-07,2.806104983,0.012942843,0
Industrials,30966.01315,0,26997515.31,4868882.644,8.56E-07,2.158707232,0.011806866,0
Industrials,75314.51146,0,18201989.54,2720030.447,1.04E-06,7.137819573,0.0343435,0
Industrials,5619.610292,0,10121899.2,235361.4705,6.25E-08,0.686841258,0.001658939,0
Industrials,146550.7769,254850.8624,33829538.84,19667876.48,1.46E-05,20.91135302,0.042035902,0.221598166
Industrials,390576.7347,8019.164144,60719207.88,7699880.106,4.88E-06,33.0423395,0.160742693,0
Industrials,82309.94605,0,1708177.018,562945.3713,1.77E-06,3.630057533,0.034469679,0
Industrials,908015.6457,190199.1228,316714580,252204112.4,2.53E-05,130.3638899,0.26976106,0
Industrials,55370.6765,0,16539813.28,11182176.11,4.18E-06,6.054933268,0.017554061,0.062440114
Industrials,122146.1135,0,15274024.45,1949781.324,6.53E-06,9.393244718,0.031624297,0
Industrials,85177.90774,0,24667558.82,1465853.297,4.61E-06,5.944866945,0.031735331,0.062440114
Industrials,149977.8957,0,68803779.55,4571024.778,1.04E-05,11.02237475,0.052491858,0.062440114
Industrials,35426.84154,0,6229185.01,1542470.759,4.22E-07,2.8650143,0.015054114,0
Industrials,39453.58513,480.1480528,5434814.142,3302309.252,3.41E-07,3.115765354,0.014927596,0
Industrials,60990.28679,5189.333925,450103.2314,962261.7957,4.57E-06,5.493618422,0.017188036,0
Industrials,520930.8427,0,568828834.1,195252387.1,8.86E-06,36.05525597,0.185888842,0.307614869
Industrials,139897.457,262.6171364,51443979.52,2208563.547,2.51E-06,6.539511658,0.041590794,0.133169881
Industrials,40829.40943,3138.229639,13493533.01,107169.4658,2.11E-06,4.062484536,0.016552994,0
Industrials,173324.5065,1.20903206,27874199.22,98365703.02,1.74E-05,18.97424022,0.045290656,0.363617307
Industrials,162085.2859,1.20903206,32267062.73,270599696.1,1.63E-05,17.47567747,0.043289271,0.443196332
Industrials,182870.1311,13753.4348,36244190.92,2952167.259,8.32E-06,12.53670125,0.06757315,0
Industrials,9863.396283,0,11707133.18,949733.3414,9.90E-08,1.753492673,0.00281726,0
Industrials,301754.6657,0,51721495.53,4128307.361,1.82E-06,29.85048797,0.053967787,3.180796213
Industrials,5619.610292,0,33694388.07,264195.7689,1.29E-07,0.874161601,0.001944437,0
Industrials,141924.4085,12609.43362,459446.0965,1080110.876,7.73E-06,15.51608747,0.029576087,0.234473521
Industrials,71070.72548,0.60451603,17336618.88,10035535.32,5.25E-06,7.328670714,0.018185525,0
Industrials,144949.4587,12489.68439,3286712.258,3580040.476,1.12E-05,14.15462295,0.039980152,0
